scale,phase_id,id,x_mm,y_mm,z_mm
0.65,0,LAT_V001,0.869557,0.613094,-1.193623
0.65,1,LAT_V001,5.869557,0.613094,-1.193623
0.65,2,LAT_V001,-4.130443,0.613094,-1.193623
0.65,3,LAT_V001,0.869557,5.613094,-1.193623
0.65,4,LAT_V001,0.869557,-4.386906,-1.193623
0.65,5,LAT_V001,0.869557,0.613094,3.806377
0.65,6,LAT_V001,0.869557,0.613094,-6.193623
0.65,7,LAT_V001,5.869557,5.613094,3.806377
0.65,8,LAT_V001,-4.130443,-4.386906,-6.193623
0.75,0,LAT_V001,1.003335,0.707416,-1.377257
0.75,1,LAT_V001,6.003335,0.707416,-1.377257
0.75,2,LAT_V001,-3.996665,0.707416,-1.377257
0.75,3,LAT_V001,1.003335,5.707416,-1.377257
0.75,3,LAT_V002,-27.280936,-22.576855,-14.000000
0.75,4,LAT_V001,1.003335,-4.292584,-1.377257
0.75,5,LAT_V001,1.003335,0.707416,3.622743
0.75,6,LAT_V001,1.003335,0.707416,-6.377257
0.75,7,LAT_V001,6.003335,5.707416,3.622743
0.75,7,LAT_V002,-22.280936,-22.576855,-14.000000
0.75,8,LAT_V001,-3.996665,-4.292584,-6.377257
0.85,0,LAT_V001,1.137113,0.801738,-1.560892
0.85,0,LAT_V002,-27.147158,-27.482533,-16.800000
0.85,1,LAT_V001,6.137113,0.801738,-1.560892
0.85,1,LAT_V002,-22.147158,-27.482533,-16.800000
0.85,2,LAT_V001,-3.862887,0.801738,-1.560892
0.85,2,LAT_V002,-32.147158,-27.482533,-16.800000
0.85,3,LAT_V001,1.137113,5.801738,-1.560892
0.85,3,LAT_V002,-27.147158,-22.482533,-1.560892
0.85,4,LAT_V001,1.137113,-4.198262,-1.560892
0.85,5,LAT_V001,1.137113,0.801738,3.439108
0.85,5,LAT_V002,1.137113,29.086009,-24.845163
0.85,6,LAT_V001,1.137113,0.801738,-6.560892
0.85,6,LAT_V002,-27.147158,-27.482533,-6.560892
0.85,7,LAT_V001,6.137113,5.801738,3.439108
0.85,7,LAT_V002,-22.147158,-22.482533,-18.800000
0.85,8,LAT_V001,-3.862887,-4.198262,-6.560892
0.95,0,LAT_V001,1.270891,0.896060,-1.744526
0.95,0,LAT_V002,-27.013380,-27.388211,-1.744526
0.95,1,LAT_V001,6.270891,0.896060,-1.744526
0.95,1,LAT_V002,6.270891,29.180331,-30.028797
0.95,1,LAT_V003,-22.013380,-27.388211,-1.744526
0.95,1,LAT_V004,-22.013380,0.896060,26.539745
0.95,2,LAT_V001,-3.729109,0.896060,-1.744526
0.95,2,LAT_V002,-32.013380,-27.388211,-1.744526
0.95,2,LAT_V003,52.839434,0.896060,-1.744526
0.95,3,LAT_V001,1.270891,5.896060,-1.744526
0.95,3,LAT_V002,-27.013380,-22.388211,-1.744526
0.95,3,LAT_V003,57.839434,5.896060,12.400000
0.95,4,LAT_V001,1.270891,-4.103940,-1.744526
0.95,4,LAT_V002,-27.013380,-32.388211,-19.600000
0.95,5,LAT_V001,1.270891,0.896060,3.255474
0.95,5,LAT_V002,1.270891,29.180331,-25.028797
0.95,6,LAT_V001,1.270891,0.896060,-6.744526
0.95,6,LAT_V002,-27.013380,-27.388211,-6.744526
0.95,6,LAT_V003,-27.013380,0.896060,21.539745
0.95,6,LAT_V004,29.555163,0.896060,21.539745
0.95,7,LAT_V001,6.270891,5.896060,3.255474
0.95,7,LAT_V002,-22.013380,5.896060,-25.028797
0.95,7,LAT_V003,6.270891,34.180331,-25.028797
0.95,7,LAT_V004,-22.013380,-22.388211,3.255474
0.95,8,LAT_V001,-3.729109,-4.103940,-6.744526
0.95,8,LAT_V002,-32.013380,-32.388211,-6.744526
0.95,8,LAT_V003,24.555163,-4.103940,21.539745
1.05,0,LAT_V001,1.404669,0.990382,-1.928160
1.05,0,LAT_V002,-26.879602,0.990382,-30.212432
1.05,0,LAT_V003,1.404669,29.274653,-30.212432
1.05,0,LAT_V004,-26.879602,-27.293889,-1.928160
1.05,0,LAT_V005,57.973212,0.990382,-1.928160
1.05,0,LAT_V006,-26.879602,0.990382,26.356111
1.05,0,LAT_V007,29.688941,0.990382,26.356111
1.05,1,LAT_V001,6.404669,0.990382,-1.928160
1.05,1,LAT_V002,-21.879602,0.990382,-30.212432
1.05,1,LAT_V003,6.404669,29.274653,-30.212432
1.05,1,LAT_V004,-21.879602,-27.293889,-1.928160
1.05,1,LAT_V005,-21.879602,0.990382,26.356111
1.05,1,LAT_V006,34.688941,0.990382,26.356111
1.05,2,LAT_V001,-3.595331,0.990382,-1.928160
1.05,2,LAT_V002,24.688941,0.990382,-30.212432
1.05,2,LAT_V003,-3.595331,29.274653,-30.212432
1.05,2,LAT_V004,-31.879602,-27.293889,-1.928160
1.05,2,LAT_V005,52.973212,0.990382,-1.928160
1.05,2,LAT_V006,-31.879602,0.990382,26.356111
1.05,2,LAT_V007,24.688941,0.990382,26.356111
1.05,3,LAT_V001,1.404669,5.990382,-1.928160
1.05,3,LAT_V002,1.404669,34.274653,-30.212432
1.05,3,LAT_V003,-26.879602,-22.293889,-1.928160
1.05,3,LAT_V004,29.688941,-22.293889,-1.928160
1.05,3,LAT_V005,57.973212,5.990382,-1.928160
1.05,3,LAT_V006,1.404669,-22.293889,26.356111
1.05,3,LAT_V007,-26.879602,5.990382,26.356111
1.05,3,LAT_V008,29.688941,5.990382,26.356111
1.05,4,LAT_V001,1.404669,-4.009618,-1.928160
1.05,4,LAT_V002,-26.879602,-4.009618,-30.212432
1.05,4,LAT_V003,1.404669,24.274653,-30.212432
1.05,4,LAT_V004,-26.879602,-32.293889,-1.928160
1.05,4,LAT_V005,-26.879602,24.274653,-1.928160
1.05,4,LAT_V006,29.688941,24.274653,-1.928160
1.05,4,LAT_V007,-26.879602,-4.009618,26.356111
1.05,4,LAT_V008,29.688941,-4.009618,26.356111
1.05,5,LAT_V001,1.404669,0.990382,3.071840
1.05,5,LAT_V002,-26.879602,0.990382,-25.212432
1.05,5,LAT_V003,29.688941,0.990382,-25.212432
1.05,5,LAT_V004,1.404669,29.274653,-25.212432
1.05,5,LAT_V005,-26.879602,-27.293889,3.071840
1.05,5,LAT_V006,57.973212,0.990382,3.071840
1.05,6,LAT_V001,1.404669,0.990382,-6.928160
1.05,6,LAT_V002,-26.879602,-27.293889,-6.928160
1.05,6,LAT_V003,-26.879602,0.990382,21.356111
1.05,6,LAT_V004,29.688941,0.990382,21.356111
1.05,7,LAT_V001,6.404669,5.990382,3.071840
1.05,7,LAT_V002,-50.163873,-22.293889,-25.212432
1.05,7,LAT_V003,6.404669,-22.293889,-25.212432
1.05,7,LAT_V004,-21.879602,5.990382,-25.212432
1.05,7,LAT_V005,6.404669,34.274653,-25.212432
1.05,7,LAT_V006,-21.879602,-22.293889,3.071840
1.05,7,LAT_V007,62.973212,5.990382,3.071840
1.05,7,LAT_V008,-21.879602,5.990382,31.356111
1.05,8,LAT_V001,-3.595331,-4.009618,-6.928160
1.05,8,LAT_V002,-31.879602,-32.293889,-6.928160
1.05,8,LAT_V003,24.688941,24.274653,-6.928160
1.05,8,LAT_V004,-31.879602,-4.009618,21.356111
1.05,8,LAT_V005,24.688941,-4.009618,21.356111
1.05,8,LAT_V006,-3.595331,24.274653,21.356111
1.15,0,LAT_V001,1.538447,1.084704,-2.111795
1.15,0,LAT_V002,-26.745824,1.084704,-30.396066
1.15,0,LAT_V003,29.822719,1.084704,-30.396066
1.15,0,LAT_V004,1.538447,29.368976,-30.396066
1.15,0,LAT_V005,-26.745824,-27.199567,-2.111795
1.15,0,LAT_V006,29.822719,-27.199567,-2.111795
1.15,0,LAT_V007,58.106990,1.084704,-2.111795
1.15,0,LAT_V008,-26.745824,29.368976,-2.111795
1.15,0,LAT_V009,29.822719,29.368976,-2.111795
1.15,0,LAT_V010,1.538447,-27.199567,26.172477
1.15,0,LAT_V011,-26.745824,1.084704,26.172477
1.15,0,LAT_V012,29.822719,1.084704,26.172477
1.15,1,LAT_V001,6.538447,1.084704,-2.111795
1.15,1,LAT_V002,-50.030095,-27.199567,-30.396066
1.15,1,LAT_V003,-21.745824,1.084704,-30.396066
1.15,1,LAT_V004,34.822719,1.084704,-30.396066
1.15,1,LAT_V005,6.538447,29.368976,-30.396066
1.15,1,LAT_V006,-21.745824,-27.199567,-2.111795
1.15,1,LAT_V007,-50.030095,1.084704,-2.111795
1.15,1,LAT_V008,63.106990,1.084704,-2.111795
1.15,1,LAT_V009,-21.745824,29.368976,-2.111795
1.15,1,LAT_V010,6.538447,-27.199567,26.172477
1.15,1,LAT_V011,-21.745824,1.084704,26.172477
1.15,1,LAT_V012,34.822719,1.084704,26.172477
1.15,2,LAT_V001,-3.461553,1.084704,-2.111795
1.15,2,LAT_V002,-31.745824,1.084704,-30.396066
1.15,2,LAT_V003,24.822719,1.084704,-30.396066
1.15,2,LAT_V004,-3.461553,29.368976,-30.396066
1.15,2,LAT_V005,-31.745824,-27.199567,-2.111795
1.15,2,LAT_V006,24.822719,-27.199567,-2.111795
1.15,2,LAT_V007,53.106990,1.084704,-2.111795
1.15,2,LAT_V008,24.822719,29.368976,-2.111795
1.15,2,LAT_V009,-3.461553,-27.199567,26.172477
1.15,2,LAT_V010,-31.745824,1.084704,26.172477
1.15,2,LAT_V011,24.822719,1.084704,26.172477
1.15,3,LAT_V001,1.538447,6.084704,-2.111795
1.15,3,LAT_V002,-55.030095,-22.199567,-30.396066
1.15,3,LAT_V003,1.538447,-22.199567,-30.396066
1.15,3,LAT_V004,-26.745824,6.084704,-30.396066
1.15,3,LAT_V005,29.822719,6.084704,-30.396066
1.15,3,LAT_V006,1.538447,34.368976,-30.396066
1.15,3,LAT_V007,-26.745824,-22.199567,-2.111795
1.15,3,LAT_V008,29.822719,-22.199567,-2.111795
1.15,3,LAT_V009,58.106990,6.084704,-2.111795
1.15,3,LAT_V010,1.538447,-22.199567,26.172477
1.15,3,LAT_V011,-26.745824,6.084704,26.172477
1.15,3,LAT_V012,29.822719,6.084704,26.172477
1.15,4,LAT_V001,1.538447,-3.915296,-2.111795
1.15,4,LAT_V002,-26.745824,-3.915296,-30.396066
1.15,4,LAT_V003,29.822719,-3.915296,-30.396066
1.15,4,LAT_V004,1.538447,24.368976,-30.396066
1.15,4,LAT_V005,-26.745824,-32.199567,-2.111795
1.15,4,LAT_V006,58.106990,-3.915296,-2.111795
1.15,4,LAT_V007,-26.745824,24.368976,-2.111795
1.15,4,LAT_V008,29.822719,24.368976,-2.111795
1.15,4,LAT_V009,-26.745824,-3.915296,26.172477
1.15,4,LAT_V010,29.822719,-3.915296,26.172477
1.15,4,LAT_V011,1.538447,24.368976,26.172477
1.15,5,LAT_V001,1.538447,1.084704,2.888205
1.15,5,LAT_V002,-55.030095,-27.199567,-25.396066
1.15,5,LAT_V003,1.538447,-27.199567,-25.396066
1.15,5,LAT_V004,-26.745824,1.084704,-25.396066
1.15,5,LAT_V005,29.822719,1.084704,-25.396066
1.15,5,LAT_V006,1.538447,29.368976,-25.396066
1.15,5,LAT_V007,-26.745824,-27.199567,2.888205
1.15,5,LAT_V008,29.822719,-27.199567,2.888205
1.15,5,LAT_V009,58.106990,1.084704,2.888205
1.15,5,LAT_V010,-26.745824,29.368976,2.888205
1.15,5,LAT_V011,29.822719,29.368976,2.888205
1.15,5,LAT_V012,-26.745824,1.084704,31.172477
1.15,5,LAT_V013,29.822719,1.084704,31.172477
1.15,6,LAT_V001,1.538447,1.084704,-7.111795
1.15,6,LAT_V002,-26.745824,1.084704,-35.396066
1.15,6,LAT_V003,1.538447,29.368976,-35.396066
1.15,6,LAT_V004,-26.745824,-27.199567,-7.111795
1.15,6,LAT_V005,29.822719,-27.199567,-7.111795
1.15,6,LAT_V006,58.106990,1.084704,-7.111795
1.15,6,LAT_V007,-26.745824,29.368976,-7.111795
1.15,6,LAT_V008,29.822719,29.368976,-7.111795
1.15,6,LAT_V009,1.538447,-27.199567,21.172477
1.15,6,LAT_V010,-26.745824,1.084704,21.172477
1.15,6,LAT_V011,29.822719,1.084704,21.172477
1.15,6,LAT_V012,1.538447,29.368976,21.172477
1.15,7,LAT_V001,6.538447,6.084704,2.888205
1.15,7,LAT_V002,-50.030095,-22.199567,-25.396066
1.15,7,LAT_V003,6.538447,-22.199567,-25.396066
1.15,7,LAT_V004,-21.745824,6.084704,-25.396066
1.15,7,LAT_V005,34.822719,6.084704,-25.396066
1.15,7,LAT_V006,6.538447,34.368976,-25.396066
1.15,7,LAT_V007,-21.745824,-22.199567,2.888205
1.15,7,LAT_V008,34.822719,-22.199567,2.888205
1.15,7,LAT_V009,63.106990,6.084704,2.888205
1.15,7,LAT_V010,6.538447,-22.199567,31.172477
1.15,7,LAT_V011,-21.745824,6.084704,31.172477
1.15,7,LAT_V012,34.822719,6.084704,31.172477
1.15,8,LAT_V001,-3.461553,-3.915296,-7.111795
1.15,8,LAT_V002,24.822719,-3.915296,-35.396066
1.15,8,LAT_V003,-31.745824,-32.199567,-7.111795
1.15,8,LAT_V004,53.106990,-3.915296,-7.111795
1.15,8,LAT_V005,-31.745824,24.368976,-7.111795
1.15,8,LAT_V006,24.822719,24.368976,-7.111795
1.15,8,LAT_V007,-31.745824,-3.915296,21.172477
1.15,8,LAT_V008,24.822719,-3.915296,21.172477
1.15,8,LAT_V009,-3.461553,24.368976,21.172477
1.15,8,LAT_V010,53.106990,24.368976,21.172477
1.25,0,LAT_V001,1.672225,1.179026,-2.295429
1.25,0,LAT_V002,-54.896317,-27.105245,-30.579700
1.25,0,LAT_V003,1.672225,-27.105245,-30.579700
1.25,0,LAT_V004,-26.612046,1.179026,-30.579700
1.25,0,LAT_V005,29.956497,1.179026,-30.579700
1.25,0,LAT_V006,1.672225,29.463298,-30.579700
1.25,0,LAT_V007,-26.612046,-27.105245,-2.295429
1.25,0,LAT_V008,29.956497,-27.105245,-2.295429
1.25,0,LAT_V009,-54.896317,1.179026,-2.295429
1.25,0,LAT_V010,58.240768,1.179026,-2.295429
1.25,0,LAT_V011,-26.612046,29.463298,-2.295429
1.25,0,LAT_V012,29.956497,29.463298,-2.295429
1.25,0,LAT_V013,1.672225,-27.105245,25.988842
1.25,0,LAT_V014,-26.612046,1.179026,25.988842
1.25,0,LAT_V015,29.956497,1.179026,25.988842
1.25,0,LAT_V016,1.672225,29.463298,25.988842
1.25,1,LAT_V001,6.672225,1.179026,-2.295429
1.25,1,LAT_V002,-49.896317,-27.105245,-30.579700
1.25,1,LAT_V003,6.672225,-27.105245,-30.579700
1.25,1,LAT_V004,-21.612046,1.179026,-30.579700
1.25,1,LAT_V005,34.956497,1.179026,-30.579700
1.25,1,LAT_V006,6.672225,29.463298,-30.579700
1.25,1,LAT_V007,-21.612046,-27.105245,-2.295429
1.25,1,LAT_V008,34.956497,-27.105245,-2.295429
1.25,1,LAT_V009,-49.896317,1.179026,-2.295429
1.25,1,LAT_V010,63.240768,1.179026,-2.295429
1.25,1,LAT_V011,-21.612046,29.463298,-2.295429
1.25,1,LAT_V012,34.956497,29.463298,-2.295429
1.25,1,LAT_V013,6.672225,-27.105245,25.988842
1.25,1,LAT_V014,-21.612046,1.179026,25.988842
1.25,1,LAT_V015,34.956497,1.179026,25.988842
1.25,1,LAT_V016,6.672225,29.463298,25.988842
1.25,2,LAT_V001,-3.327775,1.179026,-2.295429
1.25,2,LAT_V002,-59.896317,-27.105245,-30.579700
1.25,2,LAT_V003,-3.327775,-27.105245,-30.579700
1.25,2,LAT_V004,-31.612046,1.179026,-30.579700
1.25,2,LAT_V005,24.956497,1.179026,-30.579700
1.25,2,LAT_V006,-3.327775,29.463298,-30.579700
1.25,2,LAT_V007,-31.612046,-27.105245,-2.295429
1.25,2,LAT_V008,24.956497,-27.105245,-2.295429
1.25,2,LAT_V009,53.240768,1.179026,-2.295429
1.25,2,LAT_V010,-31.612046,29.463298,-2.295429
1.25,2,LAT_V011,24.956497,29.463298,-2.295429
1.25,2,LAT_V012,-3.327775,-27.105245,25.988842
1.25,2,LAT_V013,-31.612046,1.179026,25.988842
1.25,2,LAT_V014,24.956497,1.179026,25.988842
1.25,2,LAT_V015,-3.327775,29.463298,25.988842
1.25,2,LAT_V016,53.240768,29.463298,25.988842
1.25,3,LAT_V001,1.672225,6.179026,-2.295429
1.25,3,LAT_V002,-54.896317,-22.105245,-30.579700
1.25,3,LAT_V003,1.672225,-22.105245,-30.579700
1.25,3,LAT_V004,-26.612046,6.179026,-30.579700
1.25,3,LAT_V005,29.956497,6.179026,-30.579700
1.25,3,LAT_V006,1.672225,34.463298,-30.579700
1.25,3,LAT_V007,-26.612046,-22.105245,-2.295429
1.25,3,LAT_V008,29.956497,-22.105245,-2.295429
1.25,3,LAT_V009,-54.896317,6.179026,-2.295429
1.25,3,LAT_V010,58.240768,6.179026,-2.295429
1.25,3,LAT_V011,-26.612046,34.463298,-2.295429
1.25,3,LAT_V012,29.956497,34.463298,-2.295429
1.25,3,LAT_V013,1.672225,-22.105245,25.988842
1.25,3,LAT_V014,-26.612046,6.179026,25.988842
1.25,3,LAT_V015,29.956497,6.179026,25.988842
1.25,3,LAT_V016,1.672225,34.463298,25.988842
1.25,4,LAT_V001,1.672225,-3.820974,-2.295429
1.25,4,LAT_V002,-54.896317,-32.105245,-30.579700
1.25,4,LAT_V003,-26.612046,-3.820974,-30.579700
1.25,4,LAT_V004,29.956497,-3.820974,-30.579700
1.25,4,LAT_V005,1.672225,24.463298,-30.579700
1.25,4,LAT_V006,-26.612046,-32.105245,-2.295429
1.25,4,LAT_V007,29.956497,-32.105245,-2.295429
1.25,4,LAT_V008,-54.896317,-3.820974,-2.295429
1.25,4,LAT_V009,58.240768,-3.820974,-2.295429
1.25,4,LAT_V010,-26.612046,24.463298,-2.295429
1.25,4,LAT_V011,29.956497,24.463298,-2.295429
1.25,4,LAT_V012,1.672225,-32.105245,25.988842
1.25,4,LAT_V013,-26.612046,-3.820974,25.988842
1.25,4,LAT_V014,29.956497,-3.820974,25.988842
1.25,4,LAT_V015,1.672225,24.463298,25.988842
1.25,4,LAT_V016,58.240768,24.463298,25.988842
1.25,5,LAT_V001,1.672225,1.179026,2.704571
1.25,5,LAT_V002,-54.896317,-27.105245,-25.579700
1.25,5,LAT_V003,1.672225,-27.105245,-25.579700
1.25,5,LAT_V004,-26.612046,1.179026,-25.579700
1.25,5,LAT_V005,29.956497,1.179026,-25.579700
1.25,5,LAT_V006,1.672225,29.463298,-25.579700
1.25,5,LAT_V007,-26.612046,-27.105245,2.704571
1.25,5,LAT_V008,29.956497,-27.105245,2.704571
1.25,5,LAT_V009,-54.896317,1.179026,2.704571
1.25,5,LAT_V010,58.240768,1.179026,2.704571
1.25,5,LAT_V011,-26.612046,29.463298,2.704571
1.25,5,LAT_V012,29.956497,29.463298,2.704571
1.25,5,LAT_V013,1.672225,-27.105245,30.988842
1.25,5,LAT_V014,-26.612046,1.179026,30.988842
1.25,5,LAT_V015,29.956497,1.179026,30.988842
1.25,5,LAT_V016,1.672225,29.463298,30.988842
1.25,6,LAT_V001,1.672225,1.179026,-7.295429
1.25,6,LAT_V002,-54.896317,-27.105245,-35.579700
1.25,6,LAT_V003,1.672225,-27.105245,-35.579700
1.25,6,LAT_V004,-26.612046,1.179026,-35.579700
1.25,6,LAT_V005,29.956497,1.179026,-35.579700
1.25,6,LAT_V006,1.672225,29.463298,-35.579700
1.25,6,LAT_V007,-26.612046,-27.105245,-7.295429
1.25,6,LAT_V008,29.956497,-27.105245,-7.295429
1.25,6,LAT_V009,-54.896317,1.179026,-7.295429
1.25,6,LAT_V010,58.240768,1.179026,-7.295429
1.25,6,LAT_V011,-26.612046,29.463298,-7.295429
1.25,6,LAT_V012,29.956497,29.463298,-7.295429
1.25,6,LAT_V013,1.672225,-27.105245,20.988842
1.25,6,LAT_V014,-26.612046,1.179026,20.988842
1.25,6,LAT_V015,29.956497,1.179026,20.988842
1.25,6,LAT_V016,1.672225,29.463298,20.988842
1.25,6,LAT_V017,58.240768,29.463298,20.988842
1.25,7,LAT_V001,6.672225,6.179026,2.704571
1.25,7,LAT_V002,-49.896317,-22.105245,-25.579700
1.25,7,LAT_V003,6.672225,-22.105245,-25.579700
1.25,7,LAT_V004,-21.612046,6.179026,-25.579700
1.25,7,LAT_V005,34.956497,6.179026,-25.579700
1.25,7,LAT_V006,6.672225,34.463298,-25.579700
1.25,7,LAT_V007,-21.612046,-22.105245,2.704571
1.25,7,LAT_V008,34.956497,-22.105245,2.704571
1.25,7,LAT_V009,-49.896317,6.179026,2.704571
1.25,7,LAT_V010,63.240768,6.179026,2.704571
1.25,7,LAT_V011,-21.612046,34.463298,2.704571
1.25,7,LAT_V012,6.672225,-22.105245,30.988842
1.25,7,LAT_V013,-21.612046,6.179026,30.988842
1.25,7,LAT_V014,34.956497,6.179026,30.988842
1.25,8,LAT_V001,-3.327775,-3.820974,-7.295429
1.25,8,LAT_V002,-31.612046,-3.820974,-35.579700
1.25,8,LAT_V003,24.956497,-3.820974,-35.579700
1.25,8,LAT_V004,-3.327775,24.463298,-35.579700
